type,conv_type,groups,c_in,h_in,w_in,k1,k2,c_out,h_out,w_out,MACs,Flash,latency,MACs/latency
conv2d,PointWise,1,768,10,10,1,1,128,10,10,9830528,98816,25.165,390642
conv2d,PointWise,1,8,2,2,1,1,48,2,2,1584,576,0.041,38634
pad,,,96,10,10,,,96,12,12,0,0,0.017,
conv2d,PointWise,1,48,2,2,1,1,8,2,2,1544,416,0.014,110285
conv2d,PointWise,1,16,64,64,1,1,48,64,64,3145776,960,11.736,268044
conv2d,PointWise,1,48,64,64,1,1,16,64,64,3145744,832,7.905,397943
pad,,,24,32,32,,,24,34,34,0,0,0.049,
conv2d,PointWise,1,448,10,10,1,1,216,10,10,9677016,97632,24.719,391480
conv2d,PointWise,1,80,6,6,1,1,480,6,6,1382880,40320,3.393,407568
conv2d,PointWise,1,480,6,6,1,1,128,6,6,2211968,61952,4.787,462078
conv2d,PointWise,1,32,20,20,1,1,48,20,20,614448,1728,2.017,304634
pad,,,80,56,56,,,80,58,58,0,0,0.482,
conv2d,PointWise,1,56,12,12,1,1,352,12,12,2838880,21120,9.392,302265
conv2d,PointWise,1,24,14,14,1,1,40,14,14,188200,1120,0.814,231203
conv2d,PointWise,1,16,40,40,1,1,128,40,40,3276928,2560,12.726,257498
pad,,,96,56,56,,,96,58,58,0,0,0.595,
conv2d,PointWise,1,112,3,3,1,1,672,3,3,678048,77952,2.342,289516
conv2d,PointWise,1,672,3,3,1,1,112,3,3,677488,75712,1.909,354891
pad,,,120,20,20,,,120,22,22,0,0,0.105,
conv2d,PointWise,1,80,24,24,1,1,480,24,24,22118880,40320,54.382,406731
conv2d,PointWise,1,480,12,12,1,1,96,12,12,6635616,46464,14.129,469645
pad,,,16,88,88,,,16,94,94,0,0,0.261,
conv2d,PointWise,1,256,5,5,1,1,1536,5,5,9831936,399360,22.114,444602
pad,,,320,24,24,,,320,28,28,0,0,0.434,
conv2d,PointWise,1,1536,5,5,1,1,256,5,5,9830656,394240,24.509,401103
conv2d,PointWise,1,16,32,32,1,1,16,32,32,262160,320,0.993,264008
pad,,,240,2,2,,,240,4,4,0,0,0.005,
conv2d,PointWise,1,16,32,32,1,1,16,32,32,262160,320,0.992,264274
conv2d,PointWise,1,16,32,32,1,1,16,32,32,262160,320,0.992,264274
conv2d,PointWise,1,16,32,32,1,1,16,32,32,262160,320,0.988,265344
eltwise,,,,,,,,240,2,2,960,0,0.086,11162
conv2d,PointWise,1,16,32,32,1,1,16,32,32,262160,320,1.068,245468
pad,,,576,22,22,,,576,26,26,0,0,0.673,
conv2d,PointWise,1,264,4,4,1,1,512,4,4,2163200,137216,8.653,249994
conv2d,PointWise,1,40,8,8,1,1,40,8,8,102440,1760,0.311,329389
pad,,,96,48,48,,,96,50,50,0,0,0.436,
conv2d,PointWise,1,32,44,44,1,1,24,44,44,1486872,864,4.404,337618
conv2d,PointWise,1,16,40,40,1,1,96,40,40,2457696,1920,9.628,255265
conv2d,PointWise,1,128,6,6,1,1,1024,6,6,4719616,135168,10.667,442450
pad,,,112,24,24,,,112,26,26,0,0,0.131,
conv2d,PointWise,1,40,80,80,1,1,32,80,80,8192032,1408,23.378,350416
conv2d,PointWise,1,56,8,8,1,1,56,8,8,200760,3360,0.538,373159
eltwise,,,,,,,,112,24,24,64512,0,5.674,11369
conv2d,PointWise,1,48,14,14,1,1,288,14,14,2709792,14976,8.46,320306
pad,,,576,14,14,,,576,16,16,0,0,0.251,
conv2d,PointWise,1,288,14,14,1,1,48,14,14,2709552,14016,6.427,421588
conv2d,PointWise,1,24,56,56,1,1,64,56,56,4816960,1792,16.894,285128
conv2d,PointWise,1,32,32,32,1,1,48,32,32,1572912,1728,4.847,324512
pad,,,64,14,14,,,64,16,16,0,0,0.025,
conv2d,PointWise,1,64,20,20,1,1,384,20,20,9830784,26112,26.321,373495
conv2d,PointWise,1,384,10,10,1,1,128,10,10,4915328,49664,10.574,464850
conv2d,PointWise,1,64,2,2,1,1,192,2,2,49344,13056,0.301,163933
eltwise,,,,,,,,64,14,14,12544,0,1.098,11424
conv2d,PointWise,1,192,2,2,1,1,112,2,2,86128,21952,0.385,223709
pad,,,40,2,2,,,40,4,4,0,0,0.002,
conv2d,PointWise,1,168,6,6,1,1,1024,6,6,6194176,176128,13.85,447232
conv2d,PointWise,1,80,5,5,1,1,480,5,5,960480,40320,2.56,375187
conv2d,PointWise,1,480,5,5,1,1,160,5,5,1920160,77440,6.815,281754
eltwise,,,,,,,,40,2,2,160,0,0.016,9999
conv2d,PointWise,1,24,96,96,1,1,48,96,96,10616880,1344,36.389,291760
conv2d,PointWise,1,32,14,14,1,1,56,14,14,351288,2016,1.251,280805
pad,,,1056,4,4,,,1056,6,6,0,0,0.056,
conv2d,PointWise,1,128,4,4,1,1,384,4,4,786816,50688,3.404,231144
conv2d,PointWise,1,104,28,28,1,1,104,28,28,8479848,11232,20.178,420252
eltwise,,,,,,,,176,4,4,2816,0,0.248,11354
conv2d,PointWise,1,104,28,28,1,1,104,28,28,8479848,11232,20.168,420460
conv2d,PointWise,1,144,5,5,1,1,864,5,5,3111264,127872,7.397,420611
pad,,,88,3,3,,,88,5,5,0,0,0.004,
conv2d,PointWise,1,864,5,5,1,1,160,5,5,3456160,138880,8.165,423289
conv2d,PointWise,1,24,47,47,1,1,144,47,47,7634448,4032,27.808,274541
eltwise,,,,,,,,88,3,3,792,0,0.071,11154
pad,,,320,4,4,,,320,8,8,0,0,0.018,
conv2d,PointWise,1,104,5,5,1,1,624,5,5,1623024,67392,4.254,381528
conv2d,PointWise,1,624,5,5,1,1,104,5,5,1622504,65312,3.682,440658
pad,,,192,3,3,,,192,5,5,0,0,0.006,
conv2d,PointWise,1,192,16,16,1,1,96,16,16,4718688,18816,11.172,422367
conv2d,PointWise,1,256,2,2,1,1,384,2,2,393600,99840,2.481,158645
eltwise,,,,,,,,192,3,3,1728,0,0.153,11294
pad,,,448,9,9,,,448,13,13,0,0,0.104,
conv2d,PointWise,1,72,32,32,1,1,72,32,32,5308488,5472,13.405,396008
pad,,,120,30,30,,,120,36,36,0,0,0.239,
conv2d,PointWise,1,144,4,4,1,1,864,4,4,1991520,127872,5.149,386778
pad,,,896,8,8,,,896,12,12,0,0,0.178,
conv2d,PointWise,1,864,4,4,1,1,144,4,4,1990800,124992,4.767,417621
pad,,,32,36,36,,,32,38,38,0,0,0.083,
conv2d,PointWise,1,72,4,4,1,1,432,4,4,498096,32832,1.589,313465
conv2d,PointWise,1,432,4,4,1,1,72,4,4,497736,31392,1.165,427241
conv2d,PointWise,1,32,10,10,1,1,192,10,10,614592,6912,1.786,344116
conv2d,PointWise,1,192,10,10,1,1,32,10,10,614432,6272,1.312,468317
conv2d,PointWise,1,176,4,4,1,1,1056,4,4,2974752,190080,7.485,397428
eltwise,,,,,,,,320,4,4,10240,640,0.228,44912
conv2d,PointWise,1,1056,4,4,1,1,176,4,4,2973872,186560,7.393,402255
eltwise,,,,,,,,320,4,4,5120,0,0.451,11352
pad,,,320,4,4,,,320,6,6,0,0,0.014,
conv2d,PointWise,1,144,14,14,1,1,32,14,14,903200,4736,2.252,401065
eltwise,,,,,,,,320,4,4,5120,0,0.448,11428
conv2d,PointWise,1,16,28,28,1,1,88,28,28,1103960,1760,4.539,243216
conv2d,PointWise,1,64,5,5,1,1,384,5,5,614784,26112,1.756,350104
conv2d,PointWise,1,384,5,5,1,1,64,5,5,614464,24832,1.362,451148
eltwise,,,,,,,,320,4,4,5120,0,0.447,11454
eltwise,,,,,,,,320,4,4,5120,0,0.446,11479
eltwise,,,,,,,,320,4,4,5120,0,0.447,11454
eltwise,,,,,,,,320,4,4,5120,0,0.101,50693
eltwise,,,,,,,,320,4,4,5120,0,0.091,56263
conv2d,PointWise,1,80,10,10,1,1,240,10,10,1920240,20160,5.828,329485
conv2d,PointWise,1,224,3,3,1,1,1344,3,3,2710848,306432,8.265,327991
conv2d,PointWise,1,1344,3,3,1,1,224,3,3,2709728,301952,8.013,338166
conv2d,PointWise,1,192,10,10,1,1,192,10,10,3686592,37632,7.822,471310
eltwise,,,,,,,,320,4,4,5120,0,0.449,11403
eltwise,,,,,,,,320,4,4,5120,0,0.448,11428
eltwise,,,,,,,,320,4,4,5120,0,0.447,11454
eltwise,,,,,,,,320,4,4,5120,0,0.447,11454
pad,,,80,56,56,,,80,58,58,0,0,0.482,
conv2d,PointWise,1,96,14,14,1,1,320,14,14,6021440,32000,16.038,375448
conv2d,PointWise,1,256,4,4,1,1,256,4,4,1048832,66560,2.524,415543
pad,,,56,28,28,,,56,30,30,0,0,0.117,
conv2d,PointWise,1,96,11,11,1,1,192,11,11,2230464,19200,6.584,338770
conv2d,PointWise,1,128,3,3,1,1,384,3,3,442752,50688,1.481,298954
conv2d,PointWise,1,64,12,12,1,1,64,12,12,589888,4352,1.752,336694
eltwise,,,,,,,,56,28,28,43904,0,3.862,11368
pad,,,48,40,40,,,48,46,46,0,0,0.168,
conv2d,PointWise,1,64,13,13,1,1,384,13,13,4153728,26112,12.728,326345
pad,,,512,4,4,,,512,6,6,0,0,0.019,
conv2d,PointWise,1,384,13,13,1,1,64,13,13,4153408,24832,10.272,404342
conv2d,PointWise,1,64,16,16,1,1,384,16,16,6291840,26112,17.675,355973
conv2d,PointWise,1,384,8,8,1,1,80,8,8,1966160,31040,4.248,462843
pad,,,192,40,40,,,192,42,42,0,0,0.629,
conv2d,PointWise,1,80,6,6,1,1,480,6,6,1382880,40320,3.403,406370
conv2d,PointWise,1,480,6,6,1,1,112,6,6,1935472,54208,4.191,461816
eltwise,,,,,,,,56,28,28,87808,112,2.87,30595
conv2d,PointWise,1,112,10,10,1,1,672,10,10,7527072,77952,15.985,470883
eltwise,,,,,,,,56,28,28,43904,0,3.844,11421
pad,,,56,28,28,,,56,30,30,0,0,0.09,
conv2d,PointWise,1,672,10,10,1,1,112,10,10,7526512,75712,19.324,389490
eltwise,,,,,,,,56,28,28,43904,0,3.843,11424
conv2d,PointWise,1,120,12,12,1,1,256,12,12,4423936,31744,12.326,358910
conv2d,PointWise,1,24,24,24,1,1,144,24,24,1990800,4032,7.653,260133
conv2d,PointWise,1,144,24,24,1,1,24,24,24,1990680,3552,4.478,444546
eltwise,,,,,,,,56,28,28,43904,0,3.839,11436
eltwise,,,,,,,,56,28,28,43904,0,3.836,11445
eltwise,,,,,,,,56,28,28,43904,0,3.847,11412
eltwise,,,,,,,,56,28,28,43904,0,0.887,49497
eltwise,,,,,,,,56,28,28,43904,0,0.798,55017
conv2d,PointWise,1,48,20,20,1,1,144,20,20,2764944,7488,7.909,349594
conv2d,PointWise,1,144,20,20,1,1,48,20,20,2764848,7104,6.41,431333
conv2d,PointWise,1,304,4,4,1,1,896,4,4,4359040,275968,17.031,255947
conv2d,PointWise,1,80,3,3,1,1,480,3,3,346080,40320,1.297,266831
eltwise,,,,,,,,56,28,28,43904,0,3.861,11371
eltwise,,,,,,,,56,28,28,43904,0,3.839,11436
eltwise,,,,,,,,56,28,28,43904,0,3.836,11445
eltwise,,,,,,,,56,28,28,43904,0,3.848,11409
pad,,,72,3,3,,,72,5,5,0,0,0.003,
conv2d,PointWise,1,480,3,3,1,1,160,3,3,691360,77440,1.962,352375
conv2d,PointWise,1,80,26,26,1,1,104,26,26,5624424,8736,13.641,412317
conv2d,PointWise,1,88,7,7,1,1,88,7,7,379544,8096,0.943,402485
eltwise,,,,,,,,72,3,3,648,0,0.059,10983
conv2d,PointWise,1,88,7,7,1,1,88,7,7,379544,8096,0.939,404200
pad,,,192,16,16,,,192,18,18,0,0,0.104,
conv2d,PointWise,1,88,7,7,1,1,88,7,7,379544,8096,0.934,406364
conv2d,PointWise,1,88,7,7,1,1,88,7,7,379544,8096,0.939,404200
conv2d,PointWise,1,88,7,7,1,1,88,7,7,379544,8096,1.392,272660
conv2d,PointWise,1,144,40,40,1,1,40,40,40,9216040,5920,19.577,470758
conv2d,PointWise,1,96,22,22,1,1,192,22,22,8921280,19200,21.516,414634
conv2d,PointWise,1,96,8,8,1,1,576,8,8,3539520,57600,11.372,311248
pad,,,8,56,56,,,8,60,60,0,0,0.054,
conv2d,PointWise,1,576,4,4,1,1,128,4,4,1179776,74240,2.735,431362
pad,,,208,4,4,,,208,6,6,0,0,0.008,
conv2d,PointWise,1,120,5,5,1,1,120,5,5,360120,14880,0.919,391860
conv2d,PointWise,1,8,56,56,1,1,48,56,56,1204272,576,7.932,151824
conv2d,PointWise,1,24,8,8,1,1,144,8,8,221328,4032,1.161,190635
eltwise,,,,,,,,208,4,4,3328,0,0.293,11358
conv2d,PointWise,1,64,20,20,1,1,384,20,20,9830784,26112,26.302,373765
conv2d,PointWise,1,384,20,20,1,1,80,20,20,12288080,31040,26.922,456432
pad,,,288,12,12,,,288,14,14,0,0,0.091,
conv2d,PointWise,1,256,10,10,1,1,40,10,10,1024040,10400,2.653,385993
conv2d,PointWise,1,448,2,2,1,1,448,2,2,803264,202496,3.197,251255
pad,,,1024,9,9,,,1024,13,13,0,0,0.249,
conv2d,PointWise,1,448,2,2,1,1,448,2,2,803264,202496,3.185,252202
conv2d,PointWise,1,448,2,2,1,1,448,2,2,803264,202496,3.186,252123
pad,,,144,2,2,,,144,4,4,0,0,0.003,
conv2d,PointWise,1,448,2,2,1,1,448,2,2,803264,202496,3.184,252281
conv2d,PointWise,1,448,2,2,1,1,448,2,2,803264,202496,3.185,252202
conv2d,PointWise,1,384,5,5,1,1,384,5,5,3686784,148992,8.074,456624
eltwise,,,,,,,,144,2,2,576,0,0.052,11076
pad,,,512,13,13,,,512,17,17,0,0,0.229,
conv2d,PointWise,1,80,14,14,1,1,240,14,14,3763440,20160,8.652,434979
conv2d,PointWise,1,240,14,14,1,1,112,14,14,5268592,27328,12.62,417479
pad,,,320,28,28,,,320,30,30,0,0,0.529,
conv2d,PointWise,1,64,6,6,1,1,384,6,6,885120,26112,2.305,383999
conv2d,PointWise,1,384,6,6,1,1,64,6,6,884800,24832,1.848,478787
eltwise,,,,,,,,8,7,7,784,16,0.014,55999
conv2d,PointWise,1,64,22,22,1,1,80,22,22,2478160,5440,6.199,399767
eltwise,,,,,,,,8,7,7,392,0,0.036,10888
pad,,,8,7,7,,,8,9,9,0,0,0.004,
conv2d,PointWise,1,96,32,32,1,1,288,32,32,28311840,28800,64.897,436258
eltwise,,,,,,,,8,7,7,392,0,0.036,10888
conv2d,PointWise,1,288,32,32,1,1,96,32,32,28311648,28032,58.61,483051
conv2d,PointWise,1,96,10,10,1,1,576,10,10,5530176,57600,16.288,339524
conv2d,PointWise,1,576,5,5,1,1,160,5,5,2304160,92800,5.213,442002
eltwise,,,,,,,,8,7,7,392,0,0.036,10888
eltwise,,,,,,,,8,7,7,392,0,0.035,11199
eltwise,,,,,,,,8,7,7,392,0,0.035,11199
eltwise,,,,,,,,8,7,7,392,0,0.01,39199
eltwise,,,,,,,,8,7,7,392,0,0.008,48999
conv2d,PointWise,1,192,8,8,1,1,256,8,8,3145984,50176,6.45,487749
conv2d,PointWise,1,64,8,8,1,1,104,8,8,426088,7072,1.452,293449
conv2d,PointWise,1,128,6,6,1,1,768,6,6,3539712,101376,7.944,445583
conv2d,PointWise,1,768,6,6,1,1,144,6,6,3981456,111168,8.986,443073
eltwise,,,,,,,,8,7,7,392,0,0.036,10888
eltwise,,,,,,,,8,7,7,392,0,0.035,11199
eltwise,,,,,,,,8,7,7,392,0,0.035,11199
eltwise,,,,,,,,8,7,7,392,0,0.035,11199
pad,,,96,32,32,,,96,34,34,0,0,0.195,
conv2d,PointWise,1,48,6,6,1,1,288,6,6,497952,14976,1.418,351165
conv2d,PointWise,1,288,6,6,1,1,48,6,6,497712,14016,1.038,479491
conv2d,PointWise,1,24,7,7,1,1,144,7,7,169488,4032,0.668,253724
conv2d,PointWise,1,144,7,7,1,1,24,7,7,169368,3552,0.369,458991
pad,,,8,8,8,,,8,10,10,0,0,0.004,
conv2d,PointWise,1,96,14,14,1,1,576,14,14,10838592,57600,29.015,373551
conv2d,PointWise,1,576,7,7,1,1,96,7,7,2709600,55680,6.031,449278
conv2d,PointWise,1,8,32,32,1,1,64,32,32,524352,768,3.65,143658
eltwise,,,,,,,,8,8,8,512,0,0.046,11130
conv2d,PointWise,1,128,22,22,1,1,128,22,22,7929984,16896,18.383,431375
conv2d,PointWise,1,384,14,14,1,1,64,14,14,4816960,24832,11.307,426015
pad,,,384,14,14,,,384,18,18,0,0,0.195,
conv2d,PointWise,1,48,36,36,1,1,96,36,36,5972064,4992,15.662,381309
conv2d,PointWise,1,72,64,64,1,1,32,64,64,9437216,2432,22.792,414058
eltwise,,,,,,,,64,14,14,12544,0,1.099,11414
conv2d,PointWise,1,128,4,4,1,1,768,4,4,1573632,101376,4.153,378914
pad,,,96,20,20,,,96,22,22,0,0,0.076,
conv2d,PointWise,1,768,4,4,1,1,128,4,4,1572992,98816,3.707,424330
conv2d,PointWise,1,32,16,16,1,1,192,16,16,1573056,6912,5.414,290553
conv2d,PointWise,1,192,16,16,1,1,112,16,16,5505136,21952,12.99,423797
pad,,,336,7,7,,,336,11,11,0,0,0.046,
conv2d,PointWise,1,64,28,28,1,1,192,28,28,9633984,13056,23.985,401667
pad,,,24,96,96,,,24,98,98,0,0,0.465,
conv2d,PointWise,1,24,64,64,1,1,80,64,64,7864400,2240,27.667,284251
conv2d,PointWise,1,96,10,10,1,1,288,10,10,2765088,28800,8.129,340151
conv2d,PointWise,1,288,5,5,1,1,112,5,5,806512,32704,1.787,451321
conv2d,PointWise,1,64,16,16,1,1,384,16,16,6291840,26112,17.569,358121
pad,,,256,14,14,,,256,16,16,0,0,0.108,
conv2d,PointWise,1,384,16,16,1,1,96,16,16,9437280,37248,21.466,439638
conv2d,PointWise,1,48,44,44,1,1,32,44,44,2973728,1664,7.651,388671
pad,,,1024,5,5,,,1024,7,7,0,0,0.066,
conv2d,PointWise,1,64,16,16,1,1,128,16,16,2097280,8704,4.914,426796
conv2d,PointWise,1,48,7,7,1,1,144,7,7,338832,7488,0.924,366701
conv2d,PointWise,1,144,7,7,1,1,144,7,7,1016208,21312,3.356,302803
pad,,,104,28,28,,,104,32,32,0,0,0.175,
conv2d,PointWise,1,88,30,30,1,1,96,30,30,7603296,8832,18.535,410212
pad,,,32,80,80,,,32,82,82,0,0,0.39,
conv2d,PointWise,1,192,6,6,1,1,512,6,6,3539456,100352,7.596,465963
conv2d,PointWise,1,24,64,64,1,1,72,64,64,7077960,2016,24.895,284312
pad,,,64,6,6,,,64,10,10,0,0,0.008,
conv2d,PointWise,1,72,64,64,1,1,24,64,64,7077912,1824,17.173,412153
conv2d,PointWise,1,112,8,8,1,1,320,8,8,2294080,37120,7.188,319154
conv2d,PointWise,1,32,12,12,1,1,176,12,12,811184,6336,3.023,268337
eltwise,,,,,,,,64,6,6,2304,0,0.203,11349
pad,,,16,112,112,,,16,114,114,0,0,0.378,
conv2d,PointWise,1,8,48,48,1,1,16,48,48,294928,192,1.989,148279
conv2d,PointWise,1,96,9,9,1,1,576,9,9,4479552,57600,14.27,313913
pad,,,224,6,6,,,224,8,8,0,0,0.016,
conv2d,PointWise,1,576,9,9,1,1,112,9,9,5225584,64960,14.318,364966
conv2d,PointWise,1,112,18,18,1,1,256,18,18,9289984,29696,22.897,405729
conv2d,PointWise,1,80,14,14,1,1,480,14,14,7526880,40320,20.727,363143
eltwise,,,,,,,,224,6,6,8064,0,0.704,11454
pad,,,88,48,48,,,88,50,50,0,0,0.431,
conv2d,PointWise,1,480,14,14,1,1,80,14,14,7526480,38720,17.596,427738
conv2d,PointWise,1,64,10,10,1,1,192,10,10,1228992,13056,2.874,427624
pad,,,672,7,7,,,672,11,11,0,0,0.109,
conv2d,PointWise,1,16,44,44,1,1,32,44,44,991264,640,3.955,250635
conv2d,PointWise,1,192,15,15,1,1,176,15,15,7603376,34496,18.848,403404
pad,,,56,2,2,,,56,4,4,0,0,0.003,
conv2d,PointWise,1,48,15,15,1,1,144,15,15,1555344,7488,3.915,397278
conv2d,PointWise,1,144,15,15,1,1,96,15,15,3110496,14208,7.866,395435
conv2d,PointWise,1,80,5,5,1,1,480,5,5,960480,40320,2.581,372134
eltwise,,,,,,,,56,2,2,224,0,0.022,10181
conv2d,PointWise,1,480,5,5,1,1,96,5,5,1152096,46464,2.549,451979
conv2d,PointWise,1,64,30,30,1,1,192,30,30,11059392,13056,27.627,400311
conv2d,PointWise,1,192,30,30,1,1,128,30,30,22118528,25088,47.155,469060
pad,,,416,15,15,,,416,17,17,0,0,0.205,
conv2d,PointWise,1,208,3,3,1,1,1248,3,3,2337504,264576,7.174,325829
conv2d,PointWise,1,1248,3,3,1,1,208,3,3,2336464,260416,6.853,340940
pad,,,352,10,10,,,352,12,12,0,0,0.078,
conv2d,PointWise,1,96,15,15,1,1,288,15,15,6221088,28800,14.395,432170
pad,,,80,12,12,,,80,14,14,0,0,0.025,
conv2d,PointWise,1,288,15,15,1,1,128,15,15,8294528,37376,19.965,415453
conv2d,PointWise,1,48,48,48,1,1,128,48,48,14155904,6656,36.197,391079
conv2d,PointWise,1,8,32,32,1,1,24,32,32,196632,288,1.381,142383
eltwise,,,,,,,,80,12,12,11520,0,1.01,11405
pad,,,768,7,7,,,768,13,13,0,0,0.158,
conv2d,PointWise,1,24,32,32,1,1,8,32,32,196616,224,0.758,259387
conv2d,PointWise,1,176,22,22,1,1,72,22,22,6133320,12960,13.738,446449
pad,,,64,13,13,,,64,15,15,0,0,0.021,
conv2d,PointWise,1,80,20,20,1,1,480,20,20,15360480,40320,39.061,393243
conv2d,PointWise,1,480,10,10,1,1,80,10,10,3840080,38720,8.25,465464
conv2d,PointWise,1,48,12,12,1,1,288,12,12,1990944,14976,6.493,306629
eltwise,,,,,,,,64,13,13,10816,0,0.948,11409
pad,,,320,28,28,,,320,30,30,0,0,0.528,
conv2d,PointWise,1,288,12,12,1,1,48,12,12,1990704,14016,4.907,405686
pad,,,64,10,10,,,64,12,12,0,0,0.012,
conv2d,PointWise,1,48,20,20,1,1,144,20,20,2764944,7488,7.294,379071
conv2d,PointWise,1,144,20,20,1,1,128,20,20,7372928,18944,17.095,431291
pad,,,448,4,4,,,448,6,6,0,0,0.018,
conv2d,PointWise,1,128,6,6,1,1,256,6,6,1179904,33792,2.649,445414
conv2d,PointWise,1,32,32,32,1,1,96,32,32,3145824,3456,9.653,325890
eltwise,,,,,,,,448,4,4,7168,0,0.629,11395
conv2d,PointWise,1,96,32,32,1,1,80,32,32,7864400,8000,17.95,438128
conv2d,PointWise,1,192,3,3,1,1,576,3,3,995904,112896,3.082,323135
pad,,,432,10,10,,,432,12,12,0,0,0.093,
conv2d,PointWise,1,576,3,3,1,1,192,3,3,995520,111360,2.798,355796
conv2d,PointWise,1,16,52,52,1,1,48,52,52,2076720,960,7.884,263409
eltwise,,,,,,,,144,10,10,14400,0,1.262,11410
conv2d,PointWise,1,80,13,13,1,1,240,13,13,3245040,20160,9.449,343426
pad,,,120,24,24,,,120,26,26,0,0,0.181,
conv2d,PointWise,1,240,13,13,1,1,80,13,13,3244880,19520,8.204,395524
conv2d,PointWise,1,6,1,1,1,1,144,1,1,1008,1440,0.093,10838
conv2d,PointWise,1,64,18,18,1,1,128,18,18,2654336,8704,6.45,411524
eltwise,,,,,,,,120,24,24,69120,0,6.078,11372
pad,,,128,7,7,,,128,9,9,0,0,0.012,
conv2d,PointWise,1,24,16,16,1,1,24,16,16,147480,672,0.626,235591
conv2d,PointWise,1,96,20,20,1,1,96,20,20,3686496,9600,8.976,410705
conv2d,PointWise,1,48,28,28,1,1,288,28,28,10838304,14976,29.486,367574
conv2d,PointWise,1,288,28,28,1,1,64,28,28,14450752,18688,30.352,476105
pad,,,64,5,5,,,64,7,7,0,0,0.005,
conv2d,PointWise,1,192,10,10,1,1,256,10,10,4915456,50176,13.27,370418
conv2d,PointWise,1,80,2,2,1,1,480,2,2,154080,40320,0.886,173905
conv2d,PointWise,1,192,4,4,1,1,192,4,4,590016,37632,1.468,401918
conv2d,PointWise,1,160,12,12,1,1,160,12,12,3686560,26240,9.557,385744
pad,,,192,28,28,,,192,30,30,0,0,0.308,
conv2d,PointWise,1,40,88,88,1,1,16,88,88,4956176,704,14.134,350656
conv2d,PointWise,1,16,32,32,1,1,48,32,32,786480,960,3.113,252643
pad,,,88,48,48,,,88,50,50,0,0,0.435,
conv2d,PointWise,1,48,32,32,1,1,32,32,32,1572896,1664,4.208,373787
pad,,,16,6,6,,,16,8,8,0,0,0.003,
conv2d,PointWise,1,24,24,24,1,1,64,24,24,884800,1792,3.446,256761
conv2d,PointWise,1,96,15,15,1,1,288,15,15,6221088,28800,14.399,432050
conv2d,PointWise,1,288,15,15,1,1,144,15,15,9331344,42048,22.458,415502
eltwise,,,,,,,,16,6,6,576,0,0.052,11076
conv2d,PointWise,1,48,20,20,1,1,288,20,20,5529888,14976,15.929,347158
eltwise,,,,,,,,24,56,56,150528,48,4.001,37622
conv2d,PointWise,1,288,20,20,1,1,96,20,20,11059296,28032,24.426,452767
eltwise,,,,,,,,24,56,56,75264,0,6.589,11422
pad,,,24,56,56,,,24,58,58,0,0,0.145,
conv2d,PointWise,1,672,6,6,1,1,672,6,6,16257696,454272,50.027,324978
eltwise,,,,,,,,24,56,56,75264,0,6.587,11426
conv2d,PointWise,1,128,8,8,1,1,768,8,8,6292224,101376,19.201,327702
conv2d,PointWise,1,768,4,4,1,1,160,4,4,1966240,123520,4.632,424490
conv2d,PointWise,1,48,20,20,1,1,288,20,20,5529888,14976,15.823,349484
eltwise,,,,,,,,24,56,56,75264,0,6.578,11441
eltwise,,,,,,,,24,56,56,75264,0,6.576,11445
eltwise,,,,,,,,24,56,56,75264,0,6.584,11431
eltwise,,,,,,,,24,56,56,75264,0,1.519,49548
eltwise,,,,,,,,24,56,56,75264,0,1.367,55057
conv2d,PointWise,1,288,20,20,1,1,96,20,20,11059296,28032,24.342,454329
conv2d,PointWise,1,224,22,22,1,1,88,22,22,9540696,20064,20.943,455555
conv2d,PointWise,1,960,7,7,1,1,320,7,7,15053120,308480,45.618,329982
conv2d,PointWise,1,32,28,28,1,1,96,28,28,2408544,3456,7.457,322991
eltwise,,,,,,,,24,56,56,75264,0,6.62,11369
eltwise,,,,,,,,24,56,56,75264,0,6.58,11438
eltwise,,,,,,,,24,56,56,75264,0,6.576,11445
eltwise,,,,,,,,24,56,56,75264,0,6.587,11426
conv2d,PointWise,1,96,28,28,1,1,32,28,28,2408480,3200,5.585,431240
pad,,,96,12,12,,,96,14,14,0,0,0.026,
conv2d,PointWise,1,16,72,72,1,1,56,72,72,4644920,1120,17.197,270100
conv2d,PointWise,1,128,20,20,1,1,128,20,20,6553728,16896,15.395,425704
eltwise,,,,,,,,16,12,12,2304,0,0.202,11405
pad,,,32,32,32,,,32,36,36,0,0,0.079,
conv2d,PointWise,1,8,40,40,1,1,32,40,40,409632,384,2.766,148095
conv2d,PointWise,1,96,18,18,1,1,96,18,18,2986080,9600,7.405,403251
conv2d,PointWise,1,160,4,4,1,1,960,4,4,2458560,157440,6.247,393558
pad,,,192,20,20,,,192,22,22,0,0,0.158,
conv2d,PointWise,1,960,4,4,1,1,160,4,4,2457760,154240,6.005,409285
pad,,,112,48,48,,,112,52,52,0,0,0.559,
conv2d,PointWise,1,24,20,20,1,1,160,20,20,1536160,4480,6.105,251623
pad,,,704,14,14,,,704,20,20,0,0,0.414,
conv2d,PointWise,1,112,20,20,1,1,672,20,20,30106272,77952,72.617,414589
pad,,,24,64,64,,,24,66,66,0,0,0.192,
conv2d,PointWise,1,672,10,10,1,1,128,10,10,8601728,86528,18.479,465486
conv2d,PointWise,1,320,2,2,1,1,960,2,2,1229760,311040,5.056,243227
conv2d,PointWise,1,960,2,2,1,1,320,2,2,1229120,308480,4.692,261960
